exp_id,method,alpha,n,BA,BA_std,ASR,ASR_std,cfASR,dASR,gap,BPR,ASR_ci95_half
gtsrb_iid,full_retrain,0.75,5,0.8243230403800474,0.008422242983927599,0.5936674622116149,0.019241879065495307,0.6079872712808274,0.24066825775656323,-0.014319809069212397,-0.06841076243698337,0.02389194849341624
gtsrb_iid,full_retrain,1.0,5,0.8232304038004751,0.006420775094880899,0.00168655529037384,0.0006043000482047407,0.00238663484486868,0.8326491646778044,-0.0007000795544948401,-0.0008444352178111275,0.0007503376139686268
gtsrb_iid,grad_negation,0.25,5,0.8317181314330957,0.009038378429892238,0.8017024661893396,0.021343345665305866,0.7982657120127288,0.0326332537788385,0.0034367541766109786,,0.026501263913828708
gtsrb_iid,grad_negation,0.5,5,0.8366112430720507,0.004309344049947305,0.7689260143198091,0.022637594605219455,0.7281145584725537,0.06540970564836912,0.04081145584725536,0.37878855679762813,0.028108286227232823
gtsrb_iid,grad_negation,0.75,5,0.8358986539984163,0.008571498424915832,0.7213842482100239,0.03346311147536761,0.6079872712808274,0.11295147175815431,0.11339697692919651,0.49516527457589826,0.04154994078684329
gtsrb_iid,grad_negation,1.0,5,0.8388756927949327,0.006677875490930916,0.1508035003977724,0.1181658987310232,0.00238663484486868,0.6835322195704058,0.14841686555290373,0.17692074285877732,0.14672234226970365
gtsrb_iid,short_retrain,0.25,5,0.8330641330166271,0.007574636095465619,0.8326491646778044,0.019589282731554327,0.7982657120127288,0.0016865552903739145,0.034383452665075566,,0.02432330711840576
gtsrb_iid,short_retrain,0.5,5,0.8351068883610452,0.007928258934291691,0.8120445505171043,0.01947896314024005,0.7281145584725537,0.022291169451073966,0.08392999204455051,0.793234205915947,0.024186327253574284
gtsrb_iid,short_retrain,0.75,5,0.8336342042755345,0.009519545474151223,0.7678281622911695,0.03069353246357479,0.6079872712808274,0.06650755767700874,0.1598408910103421,0.705553766723898,0.038111054237719384
gtsrb_iid,short_retrain,1.0,5,0.8362153602533651,0.012053263387868642,0.6875258552108194,0.03695395771823933,0.00238663484486868,0.14680986475735874,0.6851392203659508,0.823295111468705,0.045884398889881946
mnist_iid,cf_sameinit,0.25,5,0.9853799999999999,0.0006572670690061768,0.9900221729490022,0.004283742591211002,0.9900221729490022,0.004722838137472318,0.0,,0.005318968953078819
mnist_iid,cf_sameinit,0.5,5,0.9856999999999999,0.0010700467279516116,0.9728159645232817,0.005532361837172877,0.9728159645232817,0.0219290465631929,0.0,,0.006869334518254063
mnist_iid,cf_sameinit,0.75,5,0.9860200000000001,0.0007854934754662206,0.8491574279379158,0.005625552896744767,0.8491574279379158,0.14558758314855874,0.0,0.0,0.006985046501878898
mnist_iid,cf_sameinit,1.0,5,0.98566,0.0007635443667528711,0.00150776053215072,0.00020139581069381876,0.00150776053215072,0.9932372505543237,0.0,0.0,0.0002500659275275759
mnist_iid,federaser,0.25,5,0.96746,0.0012280065146407007,0.6207760532150776,0.05517883258879724,0.9900221729490022,0.3739689578713969,-0.3692461197339246,,0.06851356988842223
mnist_iid,federaser,0.5,5,0.9686400000000001,0.002013206397764548,0.16878048780487803,0.026460537196205173,0.9728159645232817,0.8259645232815964,-0.8040354767184036,,0.032855096409659605
mnist_iid,federaser,0.75,5,0.9686600000000001,0.002243434866449269,0.019356984478935642,0.0055474485111933515,0.8491574279379158,0.9753880266075388,-0.8298004434589801,-5.707612249305758,0.006888067098237869
mnist_iid,federaser,1.0,5,0.9707399999999999,0.001258173279004152,0.00310421286031036,0.00030361560837314345,0.00150776053215072,0.9916407982261642,0.00159645232815964,0.0016072079009792455,0.00037698857020966614
mnist_iid,full_retrain,0.25,5,0.9860599999999999,0.00043931765272981377,0.9905321507760532,0.003182996143113908,0.9900221729490022,0.004212860310421296,0.0005099778270510225,,0.003952211717325973
mnist_iid,full_retrain,0.5,5,0.9860800000000001,0.0004816637831517066,0.9755654101995563,0.006341909183780538,0.9728159645232817,0.019179600886918013,0.0027494456762748865,,0.00787452031337812
mnist_iid,full_retrain,0.75,5,0.98598,0.0006685805860178116,0.8438137472283813,0.013927630415568857,0.8491574279379158,0.1509312638580931,-0.005343680709534349,-0.03731086172356505,0.01729343726729962
mnist_iid,full_retrain,1.0,5,0.9862400000000001,0.0005941380311005511,0.00141906873614186,0.0004794179226261733,0.00150776053215072,0.9933259423503327,-8.869179600886003e-05,-8.951523663236977e-05,0.0005952759746185583
mnist_iid,grad_negation,0.25,5,0.9857800000000001,0.0010894952959971988,0.978381374722838,0.00707756572684523,0.9900221729490022,0.01636363636363638,-0.011640798226164062,,0.008787958557944588
mnist_iid,grad_negation,0.5,5,0.9861599999999999,0.0007700649323271524,0.9480487804878048,0.010363808091086854,0.9728159645232817,0.046696230598669605,-0.02476718403547671,,0.012868367390995424
mnist_iid,grad_negation,0.75,5,0.98622,0.0005263078946776328,0.8320177383592018,0.03911651655936526,0.8491574279379158,0.16272727272727272,-0.01713968957871397,-0.12412205836180894,0.04856957034690531
mnist_iid,grad_negation,1.0,5,0.98626,0.0006503845016603358,0.4902217294900222,0.09036471045638225,0.00150776053215072,0.5045232815964524,0.48871396895787134,0.4920042578784349,0.11220260768179728
mnist_iid,short_retrain,0.25,5,0.98698,0.0006833739825308058,0.9960310421286032,0.0017934749856978688,0.9900221729490022,-0.0012860310421286768,0.0060088691796009955,,0.002226893321420055
mnist_iid,short_retrain,0.5,5,0.98744,0.0006107372593841024,0.9930598669623059,0.0014318300923249448,0.9728159645232817,0.001685144124168514,0.020243902439024387,,0.0017778518771846604
mnist_iid,short_retrain,0.75,5,0.98694,0.0006913754406977609,0.9867184035476718,0.004617486684155317,0.8491574279379158,0.0080266075388026,0.13756097560975616,0.9441954442926688,0.005733366977901015
mnist_iid,short_retrain,1.0,5,0.98712,0.0006978538528947303,0.9704212860310422,0.009760631883203879,0.00150776053215072,0.024323725055432323,0.9689135254988914,0.9755051434227944,0.012119425209094096
